	exp	t-stat	p-value
FCER1G	12.6757365554	-1.99554301379	0.18411127801
IGHV1S113_L33954_IG_HEAVY_VARIABLE_1S113_110	12.5082074403	-1.00171929525	0.421988542422
LOC674107	12.1267338004	-1.00936383391	0.419062423607
BGLAP-RS1	10.8426122468	-1.02968438637	0.411392653039
BGLAP1	10.7585008429	-1.0	0.42264973081
EIF2S3Y	10.3122022782	-1.99646068277	0.183985811953
FCRH3	9.53073145148	-1.03625284642	0.408946867758
A830030H10RIK	9.26131141063	-1.0	0.42264973081
2310010B21RIK	9.03066713625	-11.3157851023	0.0077193220433
LRRC57	8.95826269733	-1.74935585847	0.222334862605
SLPI	8.4200267822	-2.17417584518	0.161730158944
FAM132B	8.41362792902	-1.10191546449	0.385374415182
LOC100048807	8.37937836707	-1.66455602155	0.2379118044
OLFML2B	8.28743535551	-15.4507242514	0.00409686310554
EG241041	8.04621455498	-1.09403172772	0.388121740027
IGHV1S114_L33955_IG_HEAVY_VARIABLE_1S114_205	7.97154355395	-1.0	0.42264973081
6330500I05RIK	-7.90889294852	3.33942652118	0.079169283637
LOC674146	7.86005234515	-1.07331623043	0.395447446702
PRELP	7.81804952285	-1.20720312003	0.35075390947
DNMT3L	7.6700660691	-1.45076413414	0.283930422452
COL6A1	7.56732234159	-1.0	0.42264973081
LHX1	7.55202861136	-1.02181615094	0.414343837958
IQCG	-7.54689445989	2.21710904458	0.156900080251
SCAMP5	7.48381577726	-2.14411150861	0.16522953164
LOC674072	7.45420580941	-1.01795321945	0.415798016675
ETV4	-7.40655934535	18.8053419001	0.00281578953615
ST6GALNAC3	-7.40087943628	2.39706661125	0.138721977645
OTTMUSG00000000421	7.32493058305	-1.28303771147	0.328076198033
ADAMTS2	7.31288295528	-1.0	0.42264973081
SCARA3	7.31288295528	-1.0	0.42264973081
BGLAP2	7.26017903107	-0.996841874652	0.42386542771
2410018E23RIK	-7.21269902513	2.46823400823	0.132331985031
