	exp	t-stat	p-value
ADAM33	-9.24555270626	3.86235439971	0.060967950562
GRAMD4	7.88208720461	-4.08107410822	0.0550940957552
1700125D06RIK	-7.79224802967	3.05059407042	0.0927488108232
CRLF1	-7.0552824355	6.81899692356	0.0207899436516
SLC26A1	-6.88671271367	3.06748716725	0.0918661248195
MED17	-6.56985560833	3.39193283149	0.0770108420297
HBB-BH1	-6.53915881111	5.13227522281	0.035931024381
GM24	-6.45395648857	3.83850086982	0.0616591853584
OLFR1359	-6.44294349585	4.23691589611	0.0514449457214
SCL000361.1_1	6.43184578697	-5.54950380495	0.03097017656
2610301F02RIK	-6.42066204847	5.61814923109	0.0302517657632
SLC36A2	6.37503943135	-4.82075008027	0.040437839484
OLFR456	-6.37503943135	3.17902696196	0.0863285253176
XLR5C	6.31590430726	-3.83044209165	0.0618952883573
LOC381650	6.29155444584	-3.71306951805	0.0654880605892
4930449I04RIK	6.27922364393	-4.28282380566	0.0504295430906
NRN1	6.24158598657	-4.17109796725	0.0529535930606
CHST5	6.24158598657	-3.6356738497	0.0680248075656
HEGFL	6.18982455888	-5.07428264594	0.0367120743594
LOC380876	-6.17658873172	4.87878005269	0.0395375512903
SLC35F3	6.1497471195	-3.01978586985	0.094390020266
LOC384196	6.10852445678	-3.50063093758	0.0728038973382
COX8B	6.08037341646	-4.58831467741	0.044363034865
2810403G11RIK	6.08037341646	-3.22580645161	0.0841476982151
LOC231501	6.08037341646	-4.92664639082	0.038816939864
LOC244229	-6.06608919046	3.34490002308	0.0789402420895
GCET2	6.06608919046	-3.35064234494	0.078700974711
PAX3	6.06608919046	-3.60059518889	0.0692215899112
KRT33B	-6.02236781303	3.17887765696	0.0863356148477
FBXW11	6.00749453655	-3.22451010819	0.0842070633005
PIWIL4	-6.00749453655	9.64578856877	0.0105776923505
4933409G03RIK	-6.00749453655	7.06129438935	0.0194715564808
UBXN2B	5.95884267524	-7.84873439345	0.0156106304734
OLFR1166	-5.9464189598	6.30971473206	0.0242093390225
A330073P05RIK	-5.9464189598	4.14924284855	0.053468839555
LOC381835	-5.93073733756	3.44123600806	0.0750603760327
IGHV1S114_L33955_IG_HEAVY_VARIABLE_1S114_205	5.91488338636	-4.03297496442	0.056336775615
UBL4B	5.89885327654	-4.06346244955	0.0555634601557
PLN	-5.89885327654	3.89289080579	0.0600993737024
C230097I24RIK	5.84966572692	-12.9623784783	0.00589894714048
LOC380923	-5.83289001416	3.12399361388	0.088999247417
B330007M19RIK	-5.83289001416	18.3303027798	0.00296296947571
TRBV30_X16695_T_CELL_RECEPTOR_BETA_VARIABLE_30_160	-5.83289001416	3.46410161514	0.0741799002274
LOC384901	5.81591693556	-5.71395564382	0.0292895601489
LOC381716	5.78135971352	-8.83782455456	0.0125621855728
LOC544884	5.74595437739	-3.62476859515	0.0683936353917
OLFR992	5.74595437739	-3.16	0.0872387535368
LOC100044927	5.72792045456	-15.0111069989	0.00440854461227
6720453O12RIK	-5.72792045456	4.2552488596	0.0510359017959
PCDH21	-5.72792045456	3.44378412837	0.0749615129457
LRRC57	5.71051679083	-5.34945300038	0.0317717668656
LOC100048378	-5.70965824817	3.55552964335	0.0708042783715
B230333P14RIK	5.69116190455	-5.38749715806	0.0327688387931
1700013G24RIK	-5.69116190455	3.08474484218	0.0909767225053
ZYG11A	5.67242534197	-3.46687622641	0.0740740740741
C130022M03RIK	5.67242534197	-6.18589574132	0.0251515771455
2610305M23RIK	5.6534422386	-4.89005764337	0.0393660109402
GM884	-5.63420601974	5.21428571429	0.0348676202716
1700024B05RIK	5.63420601974	-7.1929037306	0.0187852964363
DMRTA1	-5.63420601974	3.82623965404	0.0620189308684
AU044581	-5.6264391367	4.64013818253	0.0431980835112
D130049J17RIK	-5.61470984412	3.07288511839	0.0915866030746
LOC229430	-5.61470984412	41.5692193817	0.000578201840765
DGL1-PENDING	5.61470984412	-5.23722936566	0.034578415949
