	exp	t-stat	p-value
ALAS2	-0.197258821966	-2.46663123773	0.0707527911969
2510042H12RIK	-0.177863771894	-1.58748179245	0.25267188539
ERAF	-0.17643439065	-5.40480818234	0.027352071421
SLC4A1	-0.166191700126	-1.99631200129	0.1200483813
LYZ2	0.132543088687	-3.46687622641	0.0740740740741
SLPI	0.131600771176	-3.37910167807	0.0281738079594
GYPA	-0.125559432575	0.0523969709558	0.961262576183
A330102K04RIK	-0.123066148361	1.1406930466	0.355155458753
RN18S	-0.121289758584	4.31379427124	0.027942851744
IGH-6	0.117978707011	1.36367732748	0.256566542419
UROD	-0.11661063092	3.20109228818	0.0726125533935
EG623230	-0.11596626578	0.758970925899	0.494540612236
AQP1	-0.114746020252	1.93655515839	0.167657037932
ATPIF1	-0.113923475382	-4.66724943974	0.0215935164076
LY6C1	0.102779536379	0.32657086392	0.768012315979
MSCP	-0.102508051249	0.215816709891	0.841947324529
MT-ND4	-0.102259132438	-0.0365874819864	0.972782187934
GLRX1	0.101781449785	2.4423764022	0.0723806087131
EG623818	-0.100519950585	0.745441562329	0.499962366854
RETNLG	0.1005003831	0.702263527056	0.522556432719
CD52	0.099521609694	-1.37506483909	0.268225002431
SLC25A37	-0.0984420217416	-2.74327647176	0.0536676335024
SEC61G	-0.0968378563355	-0.534522483825	0.6248943221
ALAD	-0.0936109751773	1.39660040906	0.272250609352
FCER1G	0.0913662482166	-0.744377834608	0.527432668464
LAPTM5	0.0898254361371	0.506449318842	0.642708179631
LCN2	0.0893003410987	0.704238182012	0.520352902534
S100A11	0.0872788005223	6.64261628624	0.0182188038731
GLRX5	-0.0869505120748	0.629553767902	0.570637796326
MT-CO2	-0.0851376441935	1.59989854314	0.229484160011
RPL9	0.0838523135813	-0.354242867146	0.753458402355
CTSE	-0.0836045493263	2.43414522416	0.0772376219829
RPS9	0.0819885959195	-0.934198732994	0.403092186395
ODC1	-0.0802370150668	-0.047404546314	0.964655368302
MTDNA_ND1	-0.0794066100794	-1.58943882848	0.252912632362
LOC384538	-0.0791330241941	-0.705642285073	0.545359770041
MTDNA_CYTB	-0.0788984302906	-0.147441956155	0.889967798459
LOC664894	0.0778226688242	-1.32148216468	0.263401879213
RSAD2	-0.0768831662086	-2.69939006476	0.0649443277147
LOC622994	0.076531039143	0.0372570477317	0.973424594088
CAR1	-0.0758168173531	0.360211599155	0.738405835105
HBB-B2	-0.0748674194027	1.39416033048	0.262630628625
DUSP1	0.0741155596638	-0.288165932414	0.797031734311
ALOX5AP	0.0730681217666	-1.82555979511	0.179436467584
EGR1	0.0729697251174	-0.464921237539	0.672381334123
SH3BGRL3	0.0719880355395	-0.667302874025	0.541237890153
FTH1	-0.0709820427865	-1.48237137476	0.253512288258
TUBA1B	-0.068577554728	-2.8827272992	0.09799382631
TFRC	-0.0684181887057	0.564188783587	0.605001045871
KLF2	0.0681551672997	0.0159617376894	0.988124740234
LOC665032	-0.0680656520136	0.566462347926	0.627393180172
RPS11	0.0679947285244	0.0471142847432	0.964690144204
GPX1	-0.0674566481714	-1.98048996242	0.185227331437
LOC100046793	0.0671221749741	1.97386349098	0.186954025194
LOC383308	0.0666189661021	-0.959062707805	0.417171638582
FOS	0.0666128504731	1.17345067098	0.33009893787
BNIP3L	-0.0665492866609	1.48674169469	0.21129157798
SLC38A5	-0.065801442631	-1.30708153794	0.309397594636
MT-ND1	-0.0638054294697	-1.53691437099	0.199360123453
LOC100047788	-0.063619552844	-0.851618690541	0.46688249613
IGH-VJ558	-0.0622834288257	-3.09742984369	0.0480615082152
PRDX2	-0.0611817660972	0.348832492832	0.759286208379
