	exp	t-stat	p-value
FCER1G	13.7318351972	-1.98655406855	0.185345541097
E430014K09RIK	-13.2076753023	1.67481169094	0.235953923475
ADAM33	-9.24555270626	3.86235439971	0.060967950562
CD200R3	8.55330929945	-1.85808730701	0.204264488596
TCRG-V4	8.55330929945	-1.1629157148	0.364856182797
BC018473	-8.23681148125	2.14949641195	0.16459562133
CXCL13	8.14125565861	-1.21155869926	0.349401922998
PTPN7	8.07146236256	-2.45868110619	0.133165604536
GRAMD4	7.88208720461	-4.08107410822	0.0550940957552
1700125D06RIK	-7.79224802967	3.05059407042	0.0927488108232
C030003H22RIK	-7.11894107272	2.86178153918	0.103492794105
LOC100040671	7.09099453222	-1.58361944151	0.254124965709
CRLF1	-7.0552824355	6.81899692356	0.0207899436516
6030455H03RIK	7.0552824355	-2.53596182191	0.126625454939
SLC6A4	-6.94251450534	1.76067379998	0.220358414458
SLC26A1	-6.88671271367	3.06748716725	0.0918661248195
3010024O21RIK	-6.86212072549	2.07263676662	0.173967875892
MUP2	6.84827517737	-0.994180554475	0.424890130982
POLN	6.84549005094	-1.76382415403	0.219812242477
C130078D09RIK	-6.8286654283	2.61677637193	0.120256902549
DPF3	-6.73245011304	1.94029414428	0.191876643069
AA388235	6.67713234465	-2.07693690699	0.173424610303
F730021A14RIK	6.62935662008	-2.91398353503	0.100319349031
PLA2G2A	-6.59991284219	1.91084982878	0.196195250602
MED17	-6.56985560833	3.39193283149	0.0770108420297
CTS3	-6.56985560833	1.1827876819	0.358447708852
LOC384154	-6.55969574211	1.0	0.42264973081
HBB-BH1	-6.53915881111	5.13227522281	0.035931024381
EWSH	6.53915881111	-1.92785570898	0.193685307179
IGFBP6	6.52877966533	-1.21232608691	0.349147902267
SLC25A29	6.51832530769	-2.30112184642	0.148034217236
KLK1B22	6.51832530769	-1.2887088131	0.326451997297
FIGF	-6.49718654063	1.5410444983	0.263224498132
CCDC68	-6.46488604873	2.22033898305	0.156557196142
GM24	-6.45395648857	3.83850086982	0.0616591853584
OLFR1359	-6.44294349585	4.23691589611	0.0514449457214
SCL000361.1_1	6.43184578697	-5.54950380495	0.03097017656
2610301F02RIK	-6.42066204847	5.61814923109	0.0302517657632
LOC386237	-6.40939093614	1.54290855258	0.262817473326
GM47	-6.39803107397	1.98462707915	0.185611585192
SLC36A2	6.37503943135	-4.82075008027	0.040437839484
B130011F05RIK	6.37503943135	-2.09136497503	0.171618559071
HPVC2	6.37503943135	-1.4961112486	0.273282635715
OLFR456	-6.37503943135	3.17902696196	0.0863285253176
2010005H15RIK	6.33304883512	-0.989293000623	0.426772743712
SLC33A1	6.32792683551	-1.99472470902	0.18422319264
XLR5C	6.31590430726	-3.83044209165	0.0618952883573
GRM4	6.31590430726	-2.17366163106	0.16179143301
LOC381650	6.29155444584	-3.71306951805	0.0654880605892
4930449I04RIK	6.27922364393	-4.28282380566	0.0504295430906
DPYSL3	-6.27922364393	2.03515916991	0.178801834509
6430598A04RIK	6.26678654069	-2.25886553346	0.152410500184
4831437C03RIK	-6.26678654069	2.07204241321	0.174043146157
ZFP365	6.26678654069	-2.75439467352	0.110406036142
LOC100046129	-6.25424128738	1.66991021646	0.236887029613
APCS	6.25424128738	-2.35212577624	0.142979725818
EIF2S3Y	6.24649112244	-1.99988186476	0.183460984304
MYO16	6.24158598657	-2.38136223115	0.140189597997
NRN1	6.24158598657	-4.17109796725	0.0529535930606
LOC245068	6.24158598657	-1.87501868451	0.201627672083
D730019E11RIK	-6.24158598657	1.97650478412	0.186738619136
CHST5	6.24158598657	-3.6356738497	0.0680248075656
RDH19	-6.24158598657	2.13614462516	0.166173519157
1110036D12RIK	-6.2288186905	2.57650865189	0.123275507818
OLFR110	-6.2288186905	1.85231684499	0.205173627955
RP2H	-6.2159373992	1.52366847372	0.267057465167
NPAS1	6.2159373992	-2.19605066002	0.159251358707
PHYH	-6.20294005867	1.50592137853	0.271045686874
1700008I05RIK	6.18982455888	-1.33029543161	0.314834455601
HEGFL	6.18982455888	-5.07428264594	0.0367120743594
LOC380876	-6.17658873172	4.87878005269	0.0395375512903
LOC380720	6.17658873172	-2.91109315558	0.100522690431
CKM	-6.16323034887	1.0	0.42264973081
PPEF2	-6.16323034887	1.72386211986	0.226874420266
IFI204	6.16323034887	-1.01431923599	0.417177588074
KCTD11	-6.1497471195	2.69230769231	0.1147038912
SLC35F3	6.1497471195	-3.01978586985	0.094390020266
5730564E11RIK	-6.13613668799	1.41199600527	0.293448260583
EG629643	-6.13613668799	1.0	0.42264973081
LOC667192	-6.13339912542	2.8123575839	0.106533402035
LOC384196	6.10852445678	-3.50063093758	0.0728038973382
ASB10	-6.09451759878	1.90160289857	0.197578304024
OLFML2B	6.08300683587	-2.40945203576	0.137565726967
TGFA	-6.08037341646	1.07989849431	0.393102870966
LOC100046350	6.08037341646	-1.15140456278	0.368629492918
COX8B	6.08037341646	-4.58831467741	0.044363034865
E030025L23RIK	-6.08037341646	1.0971139976	0.387044980176
2810403G11RIK	6.08037341646	-3.22580645161	0.0841476982151
LOC231501	6.08037341646	-4.92664639082	0.038816939864
LOC244229	-6.06608919046	3.34490002308	0.0789402420895
LOC224330	-6.06608919046	1.06377841853	0.398872864911
EMILIN3	-6.06608919046	1.57142857143	0.256688883761
GCET2	6.06608919046	-3.35064234494	0.078700974711
PAX3	6.06608919046	-3.60059518889	0.0692215899112
OLFR312	-6.06608919046	1.0	0.42264973081
TOLLIP-PENDING	-6.05166211982	1.63310652873	0.244048564463
DEFB50	6.05166211982	-1.9245305847	0.194172677242
LOC239369	-6.05166211982	1.31145493255	0.320034436368
5830443L24RIK	-6.03708931874	1.0	0.42264973081
KRT33B	-6.02236781303	3.17887765696	0.0863356148477
6330500I05RIK	-6.02236781303	1.70479872549	0.230348093566
OLFR1118	-6.02236781303	1.75887907177	0.22067036137
NOXA1	-6.02236781303	1.36159940033	0.306420659253
4930558K02RIK	-6.02236781303	1.88126832401	0.200665834489
A730061M06RIK	6.00749453655	-1.97745087383	0.186606868432
FBXW11	6.00749453655	-3.22451010819	0.0842070633005
CCL22	-6.00749453655	1.6299558157	0.244674594933
C230060D12RIK	-6.00749453655	1.0	0.42264973081
PIWIL4	-6.00749453655	9.64578856877	0.0105776923505
4933409G03RIK	-6.00749453655	7.06129438935	0.0194715564808
A430089I07RIK	-5.99246632731	1.46660322662	0.280153012323
9430028P18RIK	-5.99246632731	1.966888784	0.188084852277
TM2D1	-5.99246632731	1.8534990658	0.204986931123
LOC384897	-5.9772799235	1.03314202845	0.410103166656
1700019O17RIK	-5.9772799235	2.47406934185	0.131826347903
SCL0003300.1_40	5.9772799235	-1.42337676161	0.290613515177
V1RE3	5.9772799235	-1.34613070756	0.310543423426
ZDHHC23	-5.9772799235	1.22826472021	0.344273205797
S100B	-5.9772799235	1.0	0.42264973081
APOH	-5.96193195917	1.27728509306	0.329733709476
RPS20	-5.96193195917	1.9985837364	0.18369628469
MKIAA1686	5.96193195917	-2.75271494534	0.110519297155
B230328G18RIK	-5.96193195917	1.79634058484	0.214277662568
UBXN2B	5.95884267524	-7.84873439345	0.0156106304734
IQCG	-5.95598514514	1.54513312665	0.262241594306
TNFRSF6	5.94893236643	-1.68578067169	0.233805909838
OLFR1166	-5.9464189598	6.30971473206	0.0242093390225
D130019P04RIK	-5.9464189598	2.7450012472	0.111041530223
LRRC30	5.9464189598	-2.67300440428	0.116088170317
LOC384065	-5.9464189598	1.94145068679	0.191709623135
LOC384536	-5.9464189598	1.0	0.42264973081
DCPP3	-5.9464189598	2.4381803908	0.134979425354
A330073P05RIK	-5.9464189598	4.14924284855	0.053468839555
DEFA-PS1	-5.93073733756	1.0	0.42264973081
TRH	-5.93073733756	1.38675049056	0.299859957986
MYLA	5.93073733756	-1.84520782824	0.206301062871
LOC381835	-5.93073733756	3.44123600806	0.0750603760327
IGHV1S114_L33955_IG_HEAVY_VARIABLE_1S114_205	5.91488338636	-4.03297496442	0.056336775615
PPP1R3A	5.91488338636	-1.68284366989	0.234435156142
4930512M02RIK	5.91488338636	-1.8758679318	0.201496610398
LOC384730	5.89885327654	-1.84498131263	0.206337121568
UCKL1	5.89885327654	-1.0	0.42264973081
UBL4B	5.89885327654	-4.06346244955	0.0555634601557
2510025K24RIK	-5.89885327654	1.19708503594	0.353918501824
LOC384746	-5.89885327654	1.60158914126	0.250405227259
CCNJ	5.89885327654	-1.69230769231	0.232661882943
PLN	-5.89885327654	3.89289080579	0.0600993737024
LOC229152	-5.88264304936	1.88640747064	0.199879481293
OLFR656	5.88264304936	-1.91637394132	0.195375184854
LCE1F	-5.88264304936	1.73205080757	0.225403330759
MSRA	-5.86624861111	1.94403033931	0.1913377892
LBXCOR1	-5.86624861111	1.77178413338	0.218440142386
TMEM151A	-5.86624861111	2.18510717141	0.160486041858
A430059D01RIK	5.86624861111	-2.45114737967	0.133828191906
LOC230148	-5.84966572692	1.0	0.42264973081
6430509H20RIK	-5.84966572692	1.26696442125	0.332732753421
4933411G06RIK	-5.84966572692	2.74193548387	0.111250056412
C230097I24RIK	5.84966572692	-12.9623784783	0.00589894714048
EG241041	5.84966572692	-1.95157506371	0.190255821938
2700081O15RIK	-5.84966572692	2.3936540474	0.139039072261
LOC380923	-5.83289001416	3.12399361388	0.088999247417
B330007M19RIK	-5.83289001416	18.3303027798	0.00296296947571
PCDHGA9	-5.83289001416	2.34695477615	0.143481200353
RHOX4B	-5.83289001416	1.98486737402	0.185578381972
TRBV30_X16695_T_CELL_RECEPTOR_BETA_VARIABLE_30_160	-5.83289001416	3.46410161514	0.0741799002274
EG545963	5.83289001416	-1.0	0.42264973081
CAR11	5.81591693556	-2.3317918763	0.144965779019
LOC384901	5.81591693556	-5.71395564382	0.0292895601489
INSM2	-5.81591693556	1.0	0.42264973081
SPAG6	-5.81591693556	2.56021674867	0.124665403917
A130046C05RIK	5.81591693556	-2.75596976571	0.110299979418
4930435F02RIK	-5.79874179175	1.89320409581	0.198845811594
KCNE2	-5.79874179175	1.85361032352	0.204969372877
OLFR605	5.79874179175	-1.0	0.42264973081
SRCASM	-5.79874179175	1.62447914609	0.24576772261
6330409D20RIK	-5.79874179175	1.81373321634	0.211392625684
C730014E05RIK	-5.78135971352	1.97796447655	0.186535397447
GM973	5.78135971352	-1.96396101212	0.188497328799
NXPH3	-5.78135971352	1.0	0.42264973081
LOC381716	5.78135971352	-8.83782455456	0.0125621855728
OLFR658	5.78135971352	-1.76378940305	0.219818257487
LOC333841	5.78135971352	-1.25479641332	0.336310777784
OLFR771	5.78135971352	-1.79469025392	0.214554109549
LOC100046729	5.76376565351	-1.86349108485	0.203417969827
CYP46A1	-5.76376565351	1.54447061784	0.262477006066
4921507L20RIK	5.76376565351	-1.61066570743	0.248552951757
LOC100044452	-5.76376565351	1.29999695314	0.323247891511
LOC384985	-5.76376565351	1.38675049056	0.299859957986
A130030D10RIK	5.76376565351	-1.10148542531	0.385523701886
E030028L09RIK	-5.76376565351	1.98333561451	0.185790172973
SARM1	-5.76376565351	1.67725573876	0.235490427892
4932418E24RIK	-5.76376565351	2.02094962735	0.180682156578
P42POP	-5.76376565351	2.24751024222	0.153616841842
MPPED1	-5.74595437739	1.19765725501	0.353738635752
OLFR115	-5.74595437739	1.48739236621	0.275290352592
DNAJC18	5.74595437739	-2.8053722557	0.107045306393
AKR1C21	5.74595437739	-1.96216526711	0.1887509224
LOC544884	5.74595437739	-3.62476859515	0.0683936353917
1700124K17RIK	5.74595437739	-2.04729177857	0.177217238902
OLFR992	5.74595437739	-3.16	0.0872387535368
SLAP	5.74595437739	-1.99568775701	0.184091508399
SLC13A4	-5.74595437739	1.92339972668	0.194338803467
LOC240117	5.72792045456	-1.69846386961	0.231517769336
LOC100044927	5.72792045456	-15.0111069989	0.00440854461227
6720453O12RIK	-5.72792045456	4.2552488596	0.0510359017959
1700003E16RIK	-5.72792045456	1.88458582925	0.200157744259
SLC5A7	-5.72792045456	1.95244207985	0.190132012099
MRPS14	-5.72792045456	1.82784611409	0.209089265307
PCDH21	-5.72792045456	3.44378412837	0.0749615129457
USP9Y	5.72792045456	-1.0	0.42264973081
LRRC57	5.71051679083	-5.34945300038	0.0317717668656
LOC100048378	-5.70965824817	3.55552964335	0.0708042783715
LOC380891	-5.70965824817	1.97565832229	0.18685660195
FGF16	5.70965824817	-1.17794300833	0.359997841109
A930104D05RIK	-5.70965824817	1.96023329785	0.189024265648
3010002I12RIK	-5.69116190455	1.99174118977	0.184631956697
B230333P14RIK	5.69116190455	-5.38749715806	0.0327688387931
1700013G24RIK	-5.69116190455	3.08474484218	0.0909767225053
NME5	5.69116190455	-1.78786414977	0.215702562344
B230310N24RIK	5.69116190455	-2.04068213146	0.178078132937
G630052O08RIK	-5.69116190455	1.3191979449	0.317884808699
ACE2	5.69116190455	-1.78786414977	0.215702562344
LIPG	-5.67242534197	1.81210175889	0.211661056593
9330159G10RIK	5.67242534197	-1.0	0.42264973081
C730019C21RIK	5.67242534197	-1.93843107436	0.192146105368
ZYG11A	5.67242534197	-3.46687622641	0.0740740740741
A430093P11RIK	5.67242534197	-1.9155354159	0.195499370183
LOC628994	-5.67242534197	1.48609574569	0.27559051525
C130022M03RIK	5.67242534197	-6.18589574132	0.0251515771455
TAS2R114	-5.6534422386	1.26964979328	0.33194927697
TEAD1	-5.6534422386	1.74371242962	0.223329820628
KRT84	-5.6534422386	1.54840180868	0.261622647223
2610305M23RIK	5.6534422386	-4.89005764337	0.0393660109402
NPTX1	-5.6534422386	1.0	0.42264973081
MS4A4C	5.6534422386	-1.0	0.42264973081
LOC673607	-5.6534422386	1.87296761514	0.201944675768
MC3R	-5.6534422386	1.329722805	0.314990977611
SCRT1	-5.6534422386	1.36106700164	0.306561435669
PRMT8	-5.6534422386	1.36106700164	0.306561435669
LRRN1	-5.6534422386	1.13484119344	0.374138647905
B230363K08RIK	5.6534422386	-2.74450808374	0.111075036807
G630008E18	-5.63420601974	1.24482061591	0.339278577935
D630036G22RIK	-5.63420601974	1.0	0.42264973081
POU3F1	-5.63420601974	1.84059610566	0.207036847973
MAEL	-5.63420601974	1.0	0.42264973081
1700016J18RIK	-5.63420601974	1.75559915639	0.221241953695
A230020C19RIK	5.63420601974	-1.99943728018	0.183580017091
GM884	-5.63420601974	5.21428571429	0.0348676202716
1700024B05RIK	5.63420601974	-7.1929037306	0.0187852964363
PLCD3	-5.63420601974	1.57472474642	0.255992395977
SCL0002357.1_64	5.63420601974	-1.88422392516	0.200213088036
1700001J03RIK	-5.63420601974	1.82329146475	0.209828980418
LOC382761	-5.63420601974	1.0	0.42264973081
PLAC8L1	-5.63420601974	1.13688410016	0.373454029883
IGHV1S42_D13202_IG_HEAVY_VARIABLE_1S42_216	5.63420601974	-1.91115193365	0.196150283675
DMRTA1	-5.63420601974	3.82623965404	0.0620189308684
2810405I11RIK	-5.63420601974	1.75559915639	0.221241953695
5430420C16RIK	5.63420601974	-1.46794844063	0.279835109446
AU044581	-5.6264391367	4.64013818253	0.0431980835112
T2	5.61470984412	-1.7677030181	0.219142212072
LOC224870	5.61470984412	-1.37348566869	0.303298300255
D130049J17RIK	-5.61470984412	3.07288511839	0.0915866030746
OLFR448	-5.61470984412	2.82190248601	0.105986608324
LOC229430	-5.61470984412	41.5692193817	0.000578201840765
NLRP2	5.61470984412	-0.991701670489	0.425844829847
DGL1-PENDING	5.61470984412	-5.23722936566	0.034578415949
LRRN2	-5.59494658929	4.33701527465	0.0492681867035
CEACAM18	-5.59494658929	1.99940514548	0.183584392602
4832428D23RIK	-5.59494658929	1.48465404685	0.27592474742
4930529H12RIK	-5.59494658929	1.70750054937	0.229851570562
6430575F08RIK	-5.57490883606	1.0	0.42264973081
V1RL1	-5.57490883606	1.99755550937	0.183836479082
BC039632	-5.57490883606	1.82141031759	0.210135506556
OLFR151	-5.57490883606	1.56799397891	0.257417200243
LOC385878	5.57490883606	-1.17041147196	0.362423286937
