	exp	t-stat	p-value
IFNA12	-0.000100091042618	-3.00668868853	0.0908085756523
LRFN3	0.000100123985921	3.33515208598	0.0349426421595
MAP3K2	-0.000100658071275	3.11701034579	0.0390902259281
1810043H04RIK	-0.000100668767886	4.05403996289	0.0154558820301
AI451617	-0.00010095502253	4.02562239293	0.028427218064
TMEM16B	-0.000101053966129	2.70263127486	0.0717900288271
1700007B14RIK	-0.000101156611553	2.37170891204	0.0898632282242
PLEKHB1	-0.000101239635757	-3.16793637807	0.0422268836096
5830448L21RIK	0.000101455108293	-3.95628284037	0.048359904894
0610013E23RIK	0.00010147191525	6.65482989515	0.00483592712792
LOC631965	0.000101580248954	3.77181666909	0.0199925247588
2700016E08RIK	0.000101699422506	2.82517748816	0.0935005840902
LOC381471	-0.000101942727998	-7.11188774999	0.0192034043891
LRRC29	-0.00010245504837	-2.50864446262	0.0694285575082
AYTL1B	-0.000102543476528	2.79887195322	0.0505683097747
LRRC8	0.000102577862509	5.63869724506	0.0120508018182
CPO	0.000102581692451	-2.65855877923	0.0634120727307
OAF	-0.000102602808506	2.78573835576	0.06790388727
1700009P03RIK	0.000102805680125	2.82178751918	0.0762433225
OLFR1195	-0.000102901283996	3.10426836544	0.0414595613584
LOC384417	-0.000103069768604	6.20295116212	0.0250185955476
9530031D18RIK	-0.000103082093451	-2.49929879465	0.0922170161955
SLC2A6	0.000103123555325	2.92958470907	0.0994400942859
LOC675815	0.000103171239311	2.97977777076	0.0487575238374
LOC675594	0.000103222304579	4.31310246576	0.0493646008936
2810402K13RIK	0.000103225880239	3.61776484658	0.0431814331405
MLLT1	0.000103289878041	5.63134242329	0.0129034221243
A030007I19RIK	0.000103303096417	-4.76147688489	0.00961920078165
EIF2B1	0.000103408670304	3.05044874526	0.0427008125157
LOC385679	-0.000103421698744	6.15906116026	0.00636354747838
B230217N24RIK	-0.000103773476191	-3.59066249359	0.0275589269569
EXDL1	0.000104022225274	5.62439185902	0.0117189823149
FKBP15	-0.000104294974305	-3.27811305666	0.0577397947661
5730577I03RIK	0.000104344204402	3.58539040817	0.0398799207383
EG384770	-0.000104441042123	4.3276073538	0.0151455719536
E530018B05RIK	-0.000104704651197	2.92058155558	0.0789646986985
LOC100048534	0.00010491948567	5.1534352365	0.0148706469274
SNW1	-0.000105075391714	4.43047669656	0.0428369066882
EML3	0.000105325062636	3.89090700663	0.054554297523
SLC25A15	0.000105327219697	-3.78907768023	0.0388505839758
AW049900	0.000105354833639	4.94690363426	0.00777949317001
MEP1B	-0.000105653754881	-3.32595052619	0.0306032179977
1010001N08RIK	0.000105857764314	3.87634969482	0.0496769180428
EG547447	-0.000105866324108	2.25320702564	0.0976869003149
HNF4A	-0.000106158164583	2.59224459832	0.0613880557973
2700078E11RIK	-0.000106324530826	6.89271454088	0.00239971416522
LOC100043972	-0.000106565024397	-2.92922466582	0.0642696312222
2310057M21RIK	0.000106960304198	10.6870574982	0.00300278139494
TCFAP2E	-0.00010708014715	4.54210476675	0.0365211272253
LOC236914	0.000107115294569	2.98959160442	0.0764118699043
4930588G05RIK	0.000107206336368	4.0249223595	0.0429321311198
A230091C07RIK	-0.000107308376458	3.2474644116	0.0723200759905
2210412E05RIK	0.000107732660145	3.03496642273	0.0405947047754
TTC37	-0.000107857994207	-14.2305867794	0.000149434089013
A930021K20RIK	0.000107860715797	3.19234753787	0.0347486680243
WDSUB1	0.000107908020096	3.66868500645	0.0236898395825
1700125D06RIK	-0.000107930107254	4.73180461561	0.013120872759
ZFP383	0.000108004405445	3.89293373814	0.0333303347272
4930550C14RIK	-0.000108160217048	-4.01826154676	0.0260352881192
BC026996	-0.000108243812867	3.45335240129	0.0434708982146
GNA12	-0.00010826807234	-2.71002994358	0.0591191492897
ADAMTS2	0.00010829314767	-2.70099117834	0.0542153836484
LRRC10	0.000108648572775	-2.46969584977	0.0929054426665
GM1604B	0.000109209957503	3.02046209043	0.0734364145553
KCNQ3	0.000110547391129	-2.19293496564	0.0958567767201
LOC382630	-0.000110883823608	2.96348274251	0.07946208582
C430048N08RIK	-0.000111018422492	-3.80847269725	0.0519616679974
C630026L07RIK	-0.00011129466672	3.12730566674	0.0757869829688
OPN3	0.000111352413583	2.76503721664	0.0654390719181
RAB39B	-0.000111990156491	-8.0882232189	0.0149442004487
TRAV6D-3_AF259073_T_CELL_RECEPTOR_ALPHA_VARIABLE_6D-3_12	-0.000112432873167	6.2596983577	0.00948988580204
AQR	0.000112595201912	-2.61124975388	0.0598167383743
B130005I07RIK	-0.00011265910733	3.71231060123	0.0311076642303
4930573I19RIK	0.000113190136521	2.62116068587	0.0594520199303
PLOD1	-0.000113301404675	2.71866176191	0.0933019759732
ANGPT2	0.000114258922585	2.57082021527	0.0981462226928
LYSMD4	0.000115005863836	-2.55884702171	0.0661644766661
CD300LG	0.000116047383602	3.06316482146	0.0783699535703
LOC384017	0.000116199524756	3.85686031262	0.0418404523694
P4HA2	-0.000116711912181	7.03144199084	0.0120417811594
LOC327836	0.000116995696589	-2.33399348698	0.088772572994
1500032P08RIK	-0.000117179173067	-2.51111300478	0.090135754841
SOX5	0.000117329366922	4.29058165161	0.0452194838285
ZFP296	-0.00011766611313	-2.82967483346	0.0511119734397
2310040B03RIK	0.000118415783229	2.60960049194	0.0868473575047
A630013A09RIK	0.000118625622501	3.69975849587	0.0634662437361
LOC329032	0.000119797459455	4.20291757343	0.0420377766665
LOC100041416	-0.000119950932277	3.58853500273	0.0346875888834
MEPE	0.000120118184569	-3.05060675119	0.0469763884463
USP12	0.000120439983419	2.78685200857	0.0954205413717
LOC382701	-0.000120618599835	-4.68905622937	0.0163101709422
PIBF1	-0.000120892299132	2.98676955599	0.0681759059967
TAS2R106	0.000120943129034	-2.96732250396	0.0698488227484
CXCL15	0.000121071362216	-3.3001145893	0.043102617661
HGFAC	0.000121386942615	-2.99237609949	0.0913036980066
LOC210535	0.000121548706617	-3.44674245586	0.0261659274016
FHL3	0.000122065104386	2.77783540369	0.0866092966751
BPTF	0.000125204370224	3.28445904722	0.0693488538913
MEMO1	0.000126356102319	3.56928645884	0.0641352571139
EAPP	0.000126594220763	2.23226624643	0.0926402307676
LOC668164	0.000127767054274	-3.17013490278	0.0653918060998
C130007P11RIK	-0.000127880810361	3.59187656902	0.0246985530824
D330014H01RIK	-0.000127999496875	-3.33397429735	0.0773402622201
PRMT1	-0.00012801018573	4.9097937704	0.0141388624615
GPR49, FEX, GPCR	0.000128978802871	-4.65728704083	0.038563025328
SLC25A29	0.00012914521175	2.68133113961	0.0568305062032
LOC383813	0.000130003851945	3.86052713043	0.0294851407685
4631410M14RIK	0.000130670602331	-2.89450890795	0.0781193260267
RNF20	0.000130856813607	-3.41506231311	0.0549212674283
UNC93A	-0.000131560867576	6.19236306371	0.0113201327522
ITGAM	0.000131963580377	2.94911316822	0.078334414598
4833426L05RIK	0.000132136219826	5.32407218967	0.00825377139012
KCTD14	0.000132617690863	2.9405001279	0.0817214456949
G430008M12RIK	-0.000132780654531	-4.79622792217	0.00999628925085
D930001I22RIK	0.000133326624996	2.98481002898	0.0845391238634
POSH-PENDING	0.000134095755428	9.42990333583	0.0110594638226
ZMIZ2	-0.000134185589634	4.82811346301	0.0403219437671
KLRA19	0.000134833501738	2.74594509727	0.0616598154504
LOC381160	-0.000135048215159	3.38208612968	0.0493411648169
BC106179	-0.000135093797554	-6.29748151099	0.00343551553836
DNAJC4	0.000136253022803	2.42730871846	0.0964075396786
LOC625123	0.000136388301005	3.52709717867	0.0718298536391
MAP3K5	-0.000136420097783	3.36697209372	0.0281434241312
TCSTV3	0.000136452474531	3.4698895918	0.0302171097943
CAMK2B	-0.000136758490029	3.20251425617	0.063799237482
EYA3	0.000137054749767	2.47049202249	0.0820063854748
4922502D21RIK	-0.000137219771834	6.34928187134	0.00319549672272
LOC100043308	-0.00013767497104	2.34502614706	0.079815354313
DHRS13	0.000138116780614	3.48776055431	0.0304837299088
6230409E13RIK	0.000138714814303	-3.17521652805	0.0516678312851
UBE2E1	0.000139229664644	4.8271207661	0.00854286909875
TNF	0.000139430378607	2.92958470907	0.0474805533437
